occurrence_no,identified_name,identified_rank,identified_no,accepted_name,accepted_attr,accepted_rank,early_interval,late_interval,max_ma,min_ma,reference_no,lng,lat
486506,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Late Campanian,Maastrichtian,83.5,66,13007,58.123299,23.567801
486510,Titanosauria indet.,unranked clade,55585,Titanosauria,,unranked clade,Early Maastrichtian,,70.6,66,13008,1.79404,42.180744
487125,n. gen. Lapampasaurus n. sp. cholinoi,species,264234,Lapampasaurus cholinoi,,species,Late Campanian,Early Maastrichtian,83.5,66,46071,-67.816666,-38.033333
487142,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Campanian,,83.6,72.1,12319,-108.661301,47.8195
487143,Kritosaurus ? sp.,genus,53195,Kritosaurus,,genus,Late Santonian,,85.8,83.5,12319,-111.436096,49.083698
487144,Hadrosaurinae indet.,subfamily,53382,Hadrosaurinae,,subfamily,Late Santonian,,85.8,83.5,56076,-111.4804,49.083698
487145,Anatosaurus annectens,species,64349,Edmontosaurus annectens,,species,Maastrichtian,,72.1,66,12319,-105.3992,48.063099
487147,Saurolophus ? sp.,genus,38768,Saurolophus,,genus,Late Campanian,,83.5,70.6,12319,-107.887901,36.183899
487148,Parasaurolophus sp.,genus,38766,Parasaurolophus,,genus,Late Campanian,,83.5,70.6,55658,-108.261299,36.3713
487157,Ceratopsidae indet.,family,38851,Ceratopsidae,,family,Late Maastrichtian,,70.6,66,49058,-111.254303,39.2136
487158,Stygimoloch spinifer,species,56577,Pachycephalosaurus wyomingensis,,species,Maastrichtian,,72.1,66,17021,-103.897903,46.348499
487159,Stygimoloch spinifer,species,56577,Pachycephalosaurus wyomingensis,,species,Maastrichtian,,72.1,66,13015,-106.366699,47.666698
487160,Stygimoloch spinifer,species,56577,Pachycephalosaurus wyomingensis,,species,Maastrichtian,,72.1,66,13015,-106.916702,47.533298
487161,Stygimoloch spinifer,species,56577,Pachycephalosaurus wyomingensis,,species,Maastrichtian,,72.1,66,13015,-104.833298,45.849998
487164,Tyrannosaurus rex,species,54833,Tyrannosaurus rex,,species,Maastrichtian,,72.1,66,54064,-106.455559,47.96389
487165,Stygimoloch spinifer,species,56577,Pachycephalosaurus wyomingensis,,species,Maastrichtian,,72.1,66,13015,-106.455559,47.96389
487166,Tyrannosaurus rex,species,54833,Tyrannosaurus rex,,species,Maastrichtian,,72.1,66,54064,-106.455559,47.96389
487167,Rhabdodon priscus,species,66745,Rhabdodon priscus,,species,Middle Campanian,,83.5,70.6,13016,5.719722,43.431667
487168,Abelisauridae indet.,family,53942,Abelisauridae,,family,Middle Campanian,,83.5,70.6,30810,5.719722,43.431667
487169,n. gen. Pyroraptor n. sp. olympius,species,65134,Pyroraptor olympius,,species,Middle Campanian,,83.5,70.6,13017,5.719722,43.431667
487172,Nodosauridae indet.,family,38817,Nodosauridae,,family,Middle Campanian,,83.5,70.6,13017,5.719722,43.431667
487175,Titanosauridae indet.,family,38680,Titanosauridae,,family,Middle Campanian,,83.5,70.6,13017,5.719722,43.431667
487176,n. gen. Ampelosaurus n. sp. atacis,species,65140,Ampelosaurus atacis,,species,Early Maastrichtian,,70.6,66,13019,2.2,42.9137
487180,cf. Variraptor mechinorum,species,65136,Variraptor mechinorum,,species,Early Maastrichtian,,70.6,66,59044,2.2,42.9137
487181,Rhabdodon priscus,species,66745,Rhabdodon priscus,,species,Early Maastrichtian,,70.6,66,13019,2.2,42.9137
487194,Titanosaurus n. sp. valdensis,species,64326,Titanosauriformes,,unranked clade,Barremian,,129.4,125,59060,-1.446693,50.654175
487195,n. gen. Aepisaurus n. sp. elephantinus,species,65141,Sauropoda,,unranked clade,Albian,,113,100.5,28567,5.1667,44.116699
487215,Eusauropoda indet.,unranked clade,57437,Eusauropoda,,unranked clade,Middle Cenomanian,,99.6,93.5,67195,0.236885,48.002338
487216,Lithostrotia indet.,unranked clade,71974,Lithostrotia,,unranked clade,Late Campanian,,83.5,70.6,65863,-4.3167,41.083302
487218,Titanosauridae indet.,family,38680,Titanosauridae,,family,Late Maastrichtian,,70.6,66,13022,1.055002,42.155483
487219,n. gen. Hypselosaurus n. sp. priscus,species,65144,Titanosauridae,,family,Maastrichtian,,72.1,66,56218,5.239641,43.477409
487220,Titanosauridae indet.,family,38680,Titanosauridae,,family,Late Campanian,Early Maastrichtian,83.5,66,13022,6.106587,43.60339
487221,Titanosauridae indet.,family,38680,Titanosauridae,,family,Late Campanian,Early Maastrichtian,83.5,66,13022,6.106587,43.60339
487223,n. gen. Gargantuavis n. sp. philoinos,species,65146,Gargantuavis philoinos,,species,Early Maastrichtian,,70.6,66,13031,2.2,42.9137
487225,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Late Maastrichtian,,70.6,66,19451,1.007472,43.173611
487227,Nodosauridae indet.,family,38817,Nodosauridae,,family,Late Maastrichtian,,70.6,66,76456,1.007472,43.173611
487229,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Late Maastrichtian,,70.6,66,13026,1.2,43.083302
487249,Titanosaurinae indet.,subfamily,53965,Titanosaurinae,,subfamily,Late Coniacian,Santonian,89.3,83.6,13027,6.033333,15.05
487250,Carnosauria indet.,infraorder,53943,Carnosauria,,infraorder,Late Coniacian,Santonian,89.3,83.6,13027,6.033333,15.05
487251,Titanosaurus sp.,genus,38694,Titanosauria,,unranked clade,Maastrichtian,,72.1,66,13028,6.2643,15.4658
487252,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Maastrichtian,,72.1,66,13028,5.1347,15.8701
487253,Sauropoda indet.,unranked clade,38653,Sauropoda,,unranked clade,Maastrichtian,,72.1,66,13028,5.1347,15.8701
487255,Carcharodontosaurus sp.,genus,38576,Carcharodontosaurus,,genus,Late Albian,Early Cenomanian,105.3,93.5,9649,-3.966667,30.9
487259,Rhabdodon cf. septimanicus,species,67672,Rhabdodon septimanicus,,species,Late Campanian,Early Maastrichtian,83.5,66,13032,2.95,43.349998
487260,Ampelosaurus atacis,species,65140,Ampelosaurus atacis,,species,Late Campanian,Early Maastrichtian,83.5,66,13032,2.95,43.349998
487261,Enantiornithes indet.,subclass,53286,Enantiornithes,,subclass,Late Campanian,Early Maastrichtian,83.5,66,13032,2.95,43.349998
487266,Abelisauridae indet.,family,53942,Abelisauridae,,family,Late Campanian,Early Maastrichtian,83.5,66,13039,2.95,43.349998
487276,Dromaeosauridae indet.,family,38561,Dromaeosauridae,,family,Late Campanian,Early Maastrichtian,83.5,66,29887,2.95,43.349998
487277,cf. Prismatoolithus sp.,genus,65562,Prismatoolithus,,genus,Late Campanian,Early Maastrichtian,83.5,66,16950,2.95,43.349998
487278,Megaloolithus sp.,genus,65584,Megaloolithus,,genus,Late Campanian,Early Maastrichtian,83.5,66,13039,2.95,43.349998
487279,Laevisoolithidae indet.,family,67210,Laevisoolithidae,,family,Late Campanian,Early Maastrichtian,83.5,66,13039,2.95,43.349998
487280,Dinosauria indet.,unranked clade,52775,Dinosauria,,unranked clade,Late Campanian,Early Maastrichtian,83.5,66,13039,2.95,43.349998
487281,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Early Barremian,Aptian,130,113,9702,101.526108,17.305
487282,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Aptian,Albian,125,100.5,13040,101.949997,19.9333
487283,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Late Maastrichtian,,70.6,66,19147,5.784,50.838001
487284,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Late Maastrichtian,,70.6,66,19147,5.6667,50.799999
487285,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Late Maastrichtian,,70.6,66,19147,5.6667,50.799999
487434,Fenestrosaurus philoceratops,species,65169,Fenestrosaurus philoceratops,,species,Late Campanian,,83.5,70.6,13076,103.692329,44.156948
487435,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Early Cretaceous,,145,100.5,12056,110,43.2995
487436,Deinodontidae indet.,family,63878,Deinodontidae,,family,Early Cretaceous,,145,100.5,12056,114.742798,40.859402
487437,n. gen. Mongolosaurus n. sp. haplodon,species,63262,Mongolosaurus haplodon,,species,Aptian,Albian,125,100.5,12056,102.066704,41.416698
487439,Ornithomimus n. sp. asiaticus,species,57275,Archaeornithomimus asiaticus,,species,Middle Campanian,Late Campanian,83.5,70.6,10410,112.427498,43.83139
487440,n. gen. Bactrosaurus n. sp. johnsoni,species,57344,Bactrosaurus johnsoni,,species,Middle Campanian,Late Campanian,83.5,70.6,13061,112.183334,43.741669
487441,Ornithomimus asiaticus,species,57275,Archaeornithomimus asiaticus,,species,Middle Campanian,Late Campanian,83.5,70.6,13061,112.183334,43.741669
487445,Paraspheroolithes irenensis,species,92238,Spheroolithus irenensis,,species,Middle Campanian,Late Campanian,83.5,70.6,13181,112.427498,43.83139
487446,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Middle Campanian,Late Campanian,83.5,70.6,13060,112.427498,43.83139
487447,Saurischia indet.,unranked clade,38505,Saurischia,,unranked clade,Middle Campanian,Late Campanian,83.5,70.6,13060,112.183334,43.741669
487448,Ornithischia indet.,unranked clade,38712,Ornithischia,,unranked clade,Middle Campanian,Late Campanian,83.5,70.6,13060,112.183334,43.741669
487449,n. gen. Psittacosaurus n. sp. mongoliensis,species,52831,Psittacosaurus mongoliensis,,species,Early Cretaceous,,145,100.5,9632,102.733299,44.241501
487450,Ornithischia indet.,unranked clade,38712,Ornithischia,,unranked clade,Early Cretaceous,,145,100.5,13060,102.733299,44.241501
487451,Psittacosaurus sp.,genus,38844,Psittacosaurus,,genus,Early Cretaceous,,145,100.5,13060,102.733299,44.241501
487452,Psittacosaurus mongoliensis,species,52831,Psittacosaurus mongoliensis,,species,Early Cretaceous,,145,100.5,13060,102.733299,44.241501
487453,n. gen. Prodeinodon n. sp. mongoliense,species,65227,Tetanurae,,unranked clade,Early Cretaceous,,145,100.5,13097,102.733299,44.241501
487454,n. gen. Asiatosaurus n. sp. mongoliensis,species,65225,Sauropoda,,unranked clade,Early Cretaceous,,145,100.5,13097,102.733299,44.241501
487455,Eusauropoda indet.,unranked clade,57437,Eusauropoda,,unranked clade,Early Cretaceous,,145,100.5,19215,102.733299,44.241501
487456,n. gen. Protiguanodon n. sp. mongoliense,species,56330,Psittacosaurus mongoliensis,,species,Early Cretaceous,,145,100.5,9632,101.866699,44.748798
487457,Saurischia indet.,unranked clade,38505,Saurischia,,unranked clade,Early Cretaceous,,145,100.5,13060,101.866699,44.748798
487458,Psittacosaurus sp.,genus,38844,Psittacosaurus,,genus,Early Cretaceous,,145,100.5,13060,101.866699,44.748798
487459,Dinosauria indet.,unranked clade,52775,Dinosauria,,unranked clade,Hauterivian,Barremian,132.9,125,13060,101.866699,44.748798
487467,Ovoraptor djadochtari,species,65173,Ovoraptor djadochtari,,species,Late Campanian,,83.5,70.6,13060,103.692329,44.156948
487471,Ornithoides oshiensis,species,65171,Ornithoides oshiensis,,species,Late Campanian,,83.5,70.6,13060,103.692329,44.156948
487484,Chasmosaurus n. sp. mariscalensis,species,52772,Agujaceratops mariscalensis,,species,Judithian,,83.5,70.6,14107,-103.203613,29.134722
487485,Mandschurosaurus n. sp. mongoliensis,species,64066,Gilmoreosaurus mongoliensis,,species,Middle Campanian,Late Campanian,83.5,70.6,13061,111.929169,43.772221
487486,Ankylosauria indet.,unranked clade,38816,Ankylosauria,,unranked clade,Middle Campanian,Late Campanian,83.5,70.6,9909,111.763885,43.772221
487487,Ankylosauridae indet.,family,38831,Ankylosauridae,,family,Early Cretaceous,,145,100.5,17496,110,43.2995
487542,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Campanian,,83.6,72.1,12056,104.9981,44.768101
487551,Ornithomimidae indet.,family,38539,Ornithomimidae,,family,Late Cretaceous,,100.5,66,12056,113.083336,43.333332
487582,n. gen. Ornithomimus n. sp. velox,species,57269,Ornithomimus velox,,species,Late Maastrichtian,,70.6,66,12250,-105.098801,39.675598
487583,Ornithomimus n. sp. tenuis,species,57594,Ornithomimus tenuis,,species,Middle Campanian,Late Campanian,83.5,70.6,12250,-108.94854,47.765869
487593,n. gen. Tyrannosaurus n. sp. rex,species,54833,Tyrannosaurus rex,,species,Late Maastrichtian,,70.6,66,9259,-105.839996,48.286839
487602,Triceratops elatus,species,63772,Triceratops horridus,,species,Maastrichtian,,72.1,66,13079,-106.161316,47.839645
487779,Dinosauria indet.,unranked clade,52775,Dinosauria,,unranked clade,Late Albian,,105.3,99.6,13083,-97.324203,39.546001
487780,Magnoavipes sp.,genus,68027,Magnoavipes,,genus,Late Albian,Early Cenomanian,105.3,93.5,25992,-98.069725,38.647221
487781,Ankylosauridae ? indet.,family,38831,Ankylosauridae,,family,Late Albian,,105.3,99.6,13083,-97.662224,39.570831
487782,Dinosauria indet.,unranked clade,52775,Dinosauria,,unranked clade,Middle Campanian,,83.5,70.6,13083,-101.391113,39.006111
487783,Hierosaurus n. sp. coleii,species,65207,Niobrarasaurus coleii,,species,Late Coniacian,,89.3,85.8,51966,-100.214104,38.748001
487785,Magnoavipes sp.,genus,68027,Magnoavipes,,genus,Late Albian,,105.3,99.6,25992,-97.974998,38.604168
487787,Silvisaurus ? sp.,genus,38828,Silvisaurus,,genus,Late Cretaceous,,100.5,66,13083,-98.76667,38.986111
487788,Nodosauridae indet.,family,38817,Nodosauridae,,family,Middle Santonian,,85.8,83.5,13085,-99.390198,39.546001
487789,Niobrarasaurus coleii,species,65208,Niobrarasaurus coleii,,species,Middle Santonian,,85.8,83.5,13087,-100.2799,38.68
487791,Nodosauridae indet.,family,38817,Nodosauridae,,family,Late Cenomanian,,99.6,93.5,40555,142.100006,43.01667
487792,n. gen. Phaedrolosaurus n. sp. ilikensis,species,56582,Tetanurae,,unranked clade,Late Aptian,Albian,122.46,100.5,13379,85.792046,46.043884
487793,n. gen. Tugulusaurus n. sp. faciles,species,65209,Tugulusaurus faciles,,species,Late Aptian,Albian,122.46,100.5,13379,85.792046,46.043884
487796,cf. Asiatosaurus mongoliensis,species,65225,Sauropoda,,unranked clade,Late Aptian,Albian,122.46,100.5,13379,85.792046,46.043884
487798,n. gen. Xinjiangovenator n. sp. parvus,species,65211,Xinjiangovenator parvus,,species,Late Aptian,Albian,122.46,100.5,13089,85.666664,46.099998
487824,Paronychodon lacustris,species,54487,Paronychodon,,genus,Lancian,,70.6,66,803,-104.566704,43.150002
487833,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Lancian,,70.6,66,12202,-104.566704,43.150002
487836,Lonchodytes pterygius,species,141074,Neornithes,,subclass,Lancian,,70.6,66,13103,-104.566704,43.150002
487842,Ceratopsidae indet.,family,38851,Ceratopsidae,,family,Lancian,,70.6,66,12202,-104.566704,43.150002
487847,Thescelosaurus sp.,genus,38742,Thescelosaurus,,genus,Lancian,,70.6,66,12202,-104.566704,43.150002
487848,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Lancian,,70.6,66,12202,-104.566704,43.150002
487851,Aublysodon mirandus,species,54134,Tyrannosauridae,,family,Lancian,,70.6,66,12202,-104.566704,43.150002
487863,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Lancian,,70.6,66,14199,-106.983299,47.516701
487864,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Lancian,,70.6,66,13103,-106.983299,47.516701
487865,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Lancian,,70.6,66,13103,-106.983299,47.516701
487870,Richardoestesia cf. isosceles,species,58875,Richardoestesia isosceles,,species,Lancian,,70.6,66,34479,-106.983299,47.516701
487881,Chirostenotes sp.,genus,38555,Chirostenotes,,genus,Lancian,,70.6,66,13103,-107.099998,47.5667
487884,cf. Paronychodon lacustris,species,54487,Paronychodon,,genus,Lancian,,70.6,66,34479,-107.099998,47.5667
487894,Coeluridae indet.,family,53001,Coeluridae,,family,Lancian,,70.6,66,13103,-107.099998,47.5667
487895,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Lancian,,70.6,66,13103,-107.099998,47.5667
487900,Ankylosauria indet.,unranked clade,38816,Ankylosauria,,unranked clade,Lancian,,70.6,66,13103,-107.099998,47.549999
487920,Chirostenotes sp.,genus,38555,Chirostenotes,,genus,Lancian,,70.6,66,13103,-107.099998,47.549999
487921,Dromaeosauridae indet.,family,38561,Dromaeosauridae,,family,Lancian,,70.6,66,13103,-107.099998,47.549999
487922,Thescelosaurus sp.,genus,38742,Thescelosaurus,,genus,Lancian,,70.6,66,13103,-107.099998,47.549999
487925,Coeluridae indet.,family,53001,Coeluridae,,family,Lancian,,70.6,66,13103,-107.099998,47.549999
487926,Coelurosauria ? indet.,unranked clade,53940,Coelurosauria,,unranked clade,Lancian,,70.6,66,13103,-107.099998,47.549999
487927,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Lancian,,70.6,66,14199,-107.099998,47.549999
487928,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Lancian,,70.6,66,13103,-107.099998,47.549999
487929,Theropoda ? indet.,unranked clade,38513,Theropoda,,unranked clade,Lancian,,70.6,66,13103,-107.099998,47.549999
487930,Hypsilophodontidae indet.,unranked clade,38734,Hypsilophodontidae,,unranked clade,Lancian,,70.6,66,13103,-107.099998,47.549999
487931,Hadrosaurinae indet.,subfamily,53382,Hadrosaurinae,,subfamily,Lancian,,70.6,66,13103,-107.099998,47.549999
487933,Aves indet.,class,36616,Aves,,class,Lancian,,70.6,66,13103,-107.099998,47.549999
487934,cf. Richardoestesia isosceles,species,58875,Richardoestesia isosceles,,species,Lancian,,70.6,66,34479,-107.099998,47.549999
487954,Chirostenotes sp.,genus,38555,Chirostenotes,,genus,Lancian,,70.6,66,13103,-107.099998,47.5667
487955,Coelurosauria indet.,unranked clade,53940,Coelurosauria,,unranked clade,Lancian,,70.6,66,13103,-107.099998,47.5667
487956,Hadrosaurinae indet.,subfamily,53382,Hadrosaurinae,,subfamily,Lancian,,70.6,66,13103,-107.099998,47.5667
487957,Ceratopsidae indet.,family,38851,Ceratopsidae,,family,Lancian,,70.6,66,13103,-107.099998,47.5667
487977,Chirostenotes sp.,genus,38555,Chirostenotes,,genus,Lancian,,70.6,66,13103,-107.099998,47.5667
487978,Paronychodon lacustris,species,54487,Paronychodon,,genus,Lancian,,70.6,66,13103,-107.099998,47.5667
487985,Dromaeosauridae indet.,family,38561,Dromaeosauridae,,family,Lancian,,70.6,66,13103,-107.099998,47.5667
487986,Coeluridae indet.,family,53001,Coeluridae,,family,Lancian,,70.6,66,13103,-107.099998,47.5667
487987,Coelurosauria ? indet.,unranked clade,53940,Coelurosauria,,unranked clade,Lancian,,70.6,66,13103,-107.099998,47.5667
487988,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Lancian,,70.6,66,14199,-107.099998,47.5667
487989,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Lancian,,70.6,66,13103,-107.099998,47.5667
487990,Ceratopsidae indet.,family,38851,Ceratopsidae,,family,Lancian,,70.6,66,13103,-107.099998,47.5667
487991,Dinosauria indet.,unranked clade,52775,Dinosauria,,unranked clade,Lancian,,70.6,66,13103,-107.099998,47.5667
487993,Aves indet.,class,36616,Aves,,class,Lancian,,70.6,66,13103,-107.099998,47.5667
488015,Richardoestesia isosceles,species,58875,Richardoestesia isosceles,,species,Lancian,,70.6,66,13103,-106.400002,47.516701
